cancel	2	It Isn't the Mane Thing About You.txt	The Washouts.txt	
"please	1	Made in Manehattan.txt	
infected	1	Friendship University.txt	
breezette	1	It Ain't Easy Being Breezies.txt	
d'you	1	Spike at Your Service.txt	
historian	1	The Perfect Pear.txt	
meantime	5	Friendship University.txt	Twilight's Kingdom - Part 1.txt	The Hooffields and McColts.txt	The Hearth's Warming Club.txt	My Little Pony Equestria Girls: Movie Magic.txt	
boat	1	Once Upon a Zeppelin.txt	
soiree	2	Party of One.txt	Growing Up is Hard to Do.txt	
tended	2	Uprooted.txt	Apple Family Reunion.txt	
future	2	The Last Problem.txt	Spike at Your Service.txt	
meditation	1	Uprooted.txt	
retake	1	The Crystal Empire - Part 2.txt	
royal	1	The Beginning of the End - Part 2.txt	
icing	1	The Hooffields and McColts.txt	
family's	1	Apple Family Reunion.txt	
jumpin'	2	Twilight's Kingdom - Part 2.txt	Three's A Crowd.txt	
duke	1	Twilight's Kingdom - Part 1.txt	
impressed	9	Every Little Thing She Does.txt	The One Where Pinkie Pie Knows.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	Uprooted.txt	The Cutie Re-Mark - Part 1.txt	To Where and Back Again - Part 1.txt	The Mysterious Mare Do Well.txt	Celestial Advice.txt	Rarity Takes Manehattan.txt	
quiltin'	1	Apple Family Reunion.txt	
uptight	1	Pinkie Pride.txt	
wrong—	1	Stranger Than Fan Fiction.txt	
body	1	The Washouts.txt	
amongst	2	Griffon the Brush Off.txt	Surf and or Turf.txt	
brains	2	The Mysterious Mare Do Well.txt	The Washouts.txt	
s-see	1	Feeling Pinkie Keen.txt	
buffet	1	My Little Pony Equestria Girls: Movie Magic.txt	
prides	1	Applejack's "Day" Off.txt	
always	1	Apple Family Reunion.txt	
wieldin'	1	Power Ponies.txt	
w-well	3	A Rockhoof and a Hard Place.txt	Feeling Pinkie Keen.txt	Secret of My Excess.txt	
informing	1	Dragonshy.txt	
adhere	1	Spike at Your Service.txt	
breathes	4	Molt Down.txt	The Crystal Empire - Part 2.txt	Spike at Your Service.txt	Apple Family Reunion.txt	
alas	3	Princess Twilight Sparkle - Part 2.txt	Princess Twilight Sparkle - Part 1.txt	The Cutie Re-Mark - Part 2.txt	
mock	2	Common Ground.txt	Twilight's Kingdom - Part 1.txt	
wrecked	1	The Hooffields and McColts.txt	
postal	1	Three's A Crowd.txt	
still—	1	The Washouts.txt	
assaulting	1	Secret of My Excess.txt	
bogg	1	Feeling Pinkie Keen.txt	
rob	1	Princess Twilight Sparkle - Part 2.txt	
jumping	3	Once Upon a Zeppelin.txt	Rarity Takes Manehattan.txt	The Washouts.txt	
hiring	1	The Saddle Row Review.txt	
interfering	1	A Royal Problem.txt	
roc	1	Molt Down.txt	
dumb	4	The Lost Treasure of Griffonstone.txt	Griffon the Brush Off.txt	Princess Twilight Sparkle - Part 1.txt	Feeling Pinkie Keen.txt	
brother's	1	Brotherhooves Social.txt	
rot	1	Campfire Tales.txt	
dump	1	The Lost Treasure of Griffonstone.txt	
row	4	Dragonshy.txt	Feeling Pinkie Keen.txt	Dragon Dropped.txt	The Saddle Row Review.txt	
affirmatives	1	Dragonshy.txt	
guilt	2	The One Where Pinkie Pie Knows.txt	The Hearth's Warming Club.txt	
blossom	2	Brotherhooves Social.txt	Student Counsel.txt	
crib	1	The One Where Pinkie Pie Knows.txt	
unnecessary	1	Friendship University.txt	
toldja	1	The Saddle Row Review.txt	
brainy	1	Stranger Than Fan Fiction.txt	
smooch	1	A Dog and Pony Show.txt	
party-planning	1	Secrets and Pies.txt	
duly	1	The Lost Treasure of Griffonstone.txt	
caring	5	Uprooted.txt	Molt Down.txt	Growing Up is Hard to Do.txt	The Beginning of the End - Part 1.txt	Princess Spike.txt	
swirl	1	The Perfect Pear.txt	
"us"	1	Uncommon Bond.txt	
filth	1	Simple Ways.txt	
helpful'	1	Pinkie Apple Pie.txt	
dull	1	The Beginning of the End - Part 2.txt	
legend	4	Campfire Tales.txt	Twilight's Kingdom - Part 1.txt	Surf and or Turf.txt	The Beginning of the End - Part 1.txt	
boil	1	Hearth's Warming Eve.txt	
dunk	2	MMMystery on the Friendship Express.txt	Tanks for the Memories.txt	
officiate	1	Once Upon a Zeppelin.txt	
kurpa	1	It Ain't Easy Being Breezies.txt	
clinks	2	Stranger Than Fan Fiction.txt	The Beginning of the End - Part 1.txt	
—stop	1	Princess Spike.txt	
juniper	1	My Little Pony Equestria Girls: Movie Magic.txt	
mount	1	My Little Pony Equestria Girls: Movie Magic.txt	
heights"	1	Surf and or Turf.txt	
kiai	1	Do Princesses Dream of Magic Sheep?.txt	
pathetic	1	Griffon the Brush Off.txt	
"mmmm"	1	MMMystery on the Friendship Express.txt	
calculations	2	It's About Time.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	
hmmmm	1	The Gift of the Maud Pie.txt	
spike"	1	Princess Spike.txt	
myuh-huh	1	Pinkie Apple Pie.txt	
snobs	1	Hearth's Warming Eve.txt	
matching	1	Griffon the Brush Off.txt	
fluttering	1	Molt Down.txt	
mojo	1	My Little Pony Equestria Girls: Movie Magic.txt	
patience	1	Twilight's Kingdom - Part 1.txt	
grace	1	The Mysterious Mare Do Well.txt	
captive	1	Stranger Than Fan Fiction.txt	
where	1	Apple Family Reunion.txt	
kids	1	Top Bolt.txt	
spa-ha-hike	1	Winter Wrap Up.txt	
stitch	2	A Rockhoof and a Hard Place.txt	Made in Manehattan.txt	
friendless	1	The Break Up Break Down.txt	
vice	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
complications	1	The Cart Before the Ponies.txt	
thoughtful	7	Friendship University.txt	The Gift of the Maud Pie.txt	Once Upon a Zeppelin.txt	A Royal Problem.txt	Secret of My Excess.txt	Marks for Effort.txt	Maud Pie.txt	
noticed	3	Maud Pie.txt	Celestial Advice.txt	Castle Sweet Castle.txt	
favors	1	Twilight Time.txt	
delegates	1	Princess Spike.txt	
onstage	2	Hearth's Warming Eve.txt	Filli Vanilli.txt	
kazillion-billion	1	My Little Pony Equestria Girls: Movie Magic.txt	
notices	1	A Royal Problem.txt	
kick	2	A Dog and Pony Show.txt	Apple Family Reunion.txt	
crates	2	The Last Problem.txt	Castle Sweet Castle.txt	
first-rate	1	Party of One.txt	
astray	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
serene	2	Molt Down.txt	Surf and or Turf.txt	
rub	1	Crusaders of the Lost Mark.txt	
through	1	Apple Family Reunion.txt	
university"	1	Friendship University.txt	
strength	7	Twilight's Kingdom - Part 1.txt	The Crystal Empire - Part 1.txt	Three's A Crowd.txt	Brotherhooves Social.txt	The Crystal Empire - Part 2.txt	A Royal Problem.txt	The Beginning of the End - Part 2.txt	
rug	2	Party of One.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	
pie-making	1	Secrets and Pies.txt	
run	2	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
bomb	1	Pinkie Pride.txt	
imprisoned	2	It's About Time.txt	The Cutie Re-Mark - Part 2.txt	
mouse	5	Every Little Thing She Does.txt	It's About Time.txt	Feeling Pinkie Keen.txt	Maud Pie.txt	The Saddle Row Review.txt	
view	5	The Cart Before the Ponies.txt	Hearth's Warming Eve.txt	The End in Friend.txt	The Gift of the Maud Pie.txt	Surf and or Turf.txt	
ours	1	Princess Spike.txt	
neighbors	3	The Hooffields and McColts.txt	The Hearth's Warming Club.txt	Made in Manehattan.txt	
warriors	1	Hearth's Warming Eve.txt	
molt	1	Molt Down.txt	
moly	1	A Dog and Pony Show.txt	
newest	1	The Washouts.txt	
dust	2	The Washouts.txt	Apple Family Reunion.txt	
dollop	1	Keep Calm and Flutter On.txt	
applejacks	1	Common Ground.txt	
out"	3	A Dog and Pony Show.txt	Applejack's "Day" Off.txt	The Washouts.txt	
flashy	1	Newbie Dash.txt	
"problem"	1	Surf and or Turf.txt	
mold	1	Common Ground.txt	
bold	2	Rarity Takes Manehattan.txt	Apple Family Reunion.txt	
out-	1	Campfire Tales.txt	
admiral	2	Newbie Dash.txt	Once Upon a Zeppelin.txt	
uh-uh	4	The Break Up Break Down.txt	The Hearth's Warming Club.txt	It Isn't the Mane Thing About You.txt	The Saddle Row Review.txt	
doomed"	1	The Saddle Row Review.txt	
assumin'	1	Applejack's "Day" Off.txt	
crow	1	The Cutie Re-Mark - Part 1.txt	
bolt	3	Newbie Dash.txt	Power Ponies.txt	The Washouts.txt	
daredevilry	1	The Washouts.txt	
crunch	1	Apple Family Reunion.txt	
benefits	1	The Hooffields and McColts.txt	
boop	1	It Isn't the Mane Thing About You.txt	
truce	1	The Hooffields and McColts.txt	
mood	1	It Isn't the Mane Thing About You.txt	
boom	3	Dragon Dropped.txt	The Beginning of the End - Part 2.txt	Celestial Advice.txt	
pranks	1	Griffon the Brush Off.txt	
absence	1	Princess Twilight Sparkle - Part 2.txt	
book	2	A Friend in Deed.txt	My Little Pony Equestria Girls: Movie Magic.txt	
truck	2	Sweet and Elite.txt	Feeling Pinkie Keen.txt	
daagh	1	The One Where Pinkie Pie Knows.txt	
applejack"	2	Every Little Thing She Does.txt	The One Where Pinkie Pie Knows.txt	
true"	1	The Hearth's Warming Club.txt	
super-hyper	1	A Friend in Deed.txt	
mook	1	A Dog and Pony Show.txt	
broke—	1	Stranger Than Fan Fiction.txt	
tricking	1	Keep Calm and Flutter On.txt	
kicking	1	Molt Down.txt	
negative	3	A Rockhoof and a Hard Place.txt	Secrets and Pies.txt	It's About Time.txt	
alma	1	Friendship University.txt	
evergreen's	1	Growing Up is Hard to Do.txt	
ally	1	Gauntlet of Fire.txt	
boot	1	Dragonshy.txt	
nowheres	1	Party of One.txt	
bonk	4	The Lost Treasure of Griffonstone.txt	Twilight's Kingdom - Part 1.txt	The Crystal Empire - Part 2.txt	Made in Manehattan.txt	
lavish	1	Common Ground.txt	
introduce	7	The Lost Treasure of Griffonstone.txt	Dragonshy.txt	Sweet and Elite.txt	Griffon the Brush Off.txt	The Times They Are A Changeling.txt	The Washouts.txt	A Friend in Deed.txt	
love/i'm	1	A Friend in Deed.txt	
bone	2	The Break Up Break Down.txt	Campfire Tales.txt	
bracelet	1	Student Counsel.txt	
bond	2	Maud Pie.txt	Apple Family Reunion.txt	
obstruct	1	Made in Manehattan.txt	
mouth	5	Amending Fences.txt	Castle Sweet Castle.txt	A Friend in Deed.txt	Student Counsel.txt	Apple Family Reunion.txt	
acrobatic	1	Twilight Time.txt	
assuming	3	The Break Up Break Down.txt	Friendship University.txt	The Cutie Map - Part 1.txt	
duty	6	Princess Twilight Sparkle - Part 2.txt	Forever Filly.txt	Brotherhooves Social.txt	The Hearth's Warming Club.txt	Marks for Effort.txt	Spike at Your Service.txt	
porque	1	Pinkie Pride.txt	
rye	1	Three's A Crowd.txt	
assignments	1	Every Little Thing She Does.txt	
drawstring	1	The Gift of the Maud Pie.txt	
collected	1	Friendship University.txt	
experimental	1	Forever Filly.txt	
anxious	3	It Ain't Easy Being Breezies.txt	Bloom & Gloom.txt	Brotherhooves Social.txt	
slice	5	Party of One.txt	Secrets and Pies.txt	The One Where Pinkie Pie Knows.txt	Three's A Crowd.txt	Filli Vanilli.txt	
larva	1	The Times They Are A Changeling.txt	
princess	4	Castle Sweet Castle.txt	Applejack's "Day" Off.txt	A Friend in Deed.txt	Apple Family Reunion.txt	
participating	1	The Cart Before the Ponies.txt	
truly	4	Celestial Advice.txt	Amending Fences.txt	The Washouts.txt	Filli Vanilli.txt	
creaking	10	Growing Up is Hard to Do.txt	The Crystal Empire - Part 2.txt	The Hearth's Warming Club.txt	A Royal Problem.txt	Twilight Time.txt	To Where and Back Again - Part 1.txt	Maud Pie.txt	The Mysterious Mare Do Well.txt	Princess Spike.txt	The Saddle Row Review.txt	
slick	1	The Cart Before the Ponies.txt	
gooooooooooo	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
admired	1	Newbie Dash.txt	
images	1	It Ain't Easy Being Breezies.txt	
group'll	1	It Ain't Easy Being Breezies.txt	
outshines	1	A Dog and Pony Show.txt	
downtown	1	The Gift of the Maud Pie.txt	
trunk	1	Princess Twilight Sparkle - Part 2.txt	
matches	3	Stranger Than Fan Fiction.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	Boast Busters.txt	
carmine	1	A Friend in Deed.txt	
tunnels	1	A Dog and Pony Show.txt	
saving	8	Secrets and Pies.txt	Do Princesses Dream of Magic Sheep?.txt	Gauntlet of Fire.txt	Twilight's Kingdom - Part 1.txt	To Where and Back Again - Part 2.txt	The Crystal Empire - Part 2.txt	The Mysterious Mare Do Well.txt	My Little Pony Equestria Girls: Movie Magic.txt	
mooo	1	A Friend in Deed.txt	
moon	1	Amending Fences.txt	
phone	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
moos	2	Growing Up is Hard to Do.txt	Boast Busters.txt	
slide	1	Apple Family Reunion.txt	
pinball	1	The One Where Pinkie Pie Knows.txt	
failing	1	Every Little Thing She Does.txt	
matched	1	Celestial Advice.txt	
jungle	1	Stranger Than Fan Fiction.txt	
participation	1	Once Upon a Zeppelin.txt	
damage	2	The End in Friend.txt	Amending Fences.txt	
boss	4	Keep Calm and Flutter On.txt	Hearth's Warming Eve.txt	Newbie Dash.txt	Boast Busters.txt	
pattern	1	Rarity Takes Manehattan.txt	
sparkle-warkle	1	Gauntlet of Fire.txt	
chugging	3	Uncommon Bond.txt	Dragon Dropped.txt	Rarity Takes Manehattan.txt	
admirer	1	The Break Up Break Down.txt	
messed	8	Top Bolt.txt	Every Little Thing She Does.txt	It Isn't the Mane Thing About You.txt	Twilight Time.txt	Marks for Effort.txt	To Where and Back Again - Part 1.txt	Amending Fences.txt	The Saddle Row Review.txt	
cembra	1	Student Counsel.txt	
physics	2	The Cart Before the Ponies.txt	The Hooffields and McColts.txt	
glorious	2	The Times They Are A Changeling.txt	Rarity Takes Manehattan.txt	
snowflakes	2	Tanks for the Memories.txt	The Times They Are A Changeling.txt	
protect	3	The Times They Are A Changeling.txt	A Royal Problem.txt	Marks for Effort.txt	
scooter	6	The Cart Before the Ponies.txt	Newbie Dash.txt	Growing Up is Hard to Do.txt	Twilight Time.txt	Secret of My Excess.txt	The Washouts.txt	
"twirly	1	Top Bolt.txt	
more	1	Apple Family Reunion.txt	
born	3	Once Upon a Zeppelin.txt	Spike at Your Service.txt	A Friend in Deed.txt	
anytime	3	Twilight Time.txt	The Perfect Pear.txt	Celestial Advice.txt	
noooo	2	Feeling Pinkie Keen.txt	A Friend in Deed.txt	
aloe	1	Applejack's "Day" Off.txt	
conductor	3	MMMystery on the Friendship Express.txt	Princess Twilight Sparkle - Part 1.txt	Three's A Crowd.txt	
bore	2	Once Upon a Zeppelin.txt	Applejack's "Day" Off.txt	
imperceptibility	1	The Break Up Break Down.txt	
spurs	1	Pinkie Pride.txt	
savin'	2	A Rockhoof and a Hard Place.txt	Spike at Your Service.txt	
munches	2	Marks for Effort.txt	Apple Family Reunion.txt	
nooow	1	A Dog and Pony Show.txt	
like-like	1	The Break Up Break Down.txt	
reluctantly	1	Gauntlet of Fire.txt	
reeeaaally	1	Secrets and Pies.txt	
tyranny	2	Crusaders of the Lost Mark.txt	The Beginning of the End - Part 1.txt	
bidding	2	Every Little Thing She Does.txt	The Beginning of the End - Part 2.txt	
pastures	2	Bloom & Gloom.txt	The Beginning of the End - Part 1.txt	
weirdo	1	Hearth's Warming Eve.txt	
other's	3	The End in Friend.txt	A Royal Problem.txt	Uncommon Bond.txt	
"mistake"	1	Keep Calm and Flutter On.txt	
scoff	1	Applejack's "Day" Off.txt	
vine	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
king	1	The Beginning of the End - Part 2.txt	
wa-a-a-ah	1	Feeling Pinkie Keen.txt	
kind	2	Student Counsel.txt	My Little Pony Equestria Girls: Movie Magic.txt	
timing	3	Common Ground.txt	Three's A Crowd.txt	Made in Manehattan.txt	
swerved	1	Stranger Than Fan Fiction.txt	
both	4	Celestial Advice.txt	Princess Spike.txt	A Friend in Deed.txt	Student Counsel.txt	
flamingo	1	The One Where Pinkie Pie Knows.txt	
most	1	Apple Family Reunion.txt	
moss	1	The Hearth's Warming Club.txt	
brainwash	1	The Cutie Map - Part 2.txt	
schoolhouse	1	The One Where Pinkie Pie Knows.txt	
nerve	1	Winter Wrap Up.txt	
dribble	1	Griffon the Brush Off.txt	
jackhammering	1	Forever Filly.txt	
prance	1	Simple Ways.txt	
bows	2	Dragonshy.txt	Forever Filly.txt	
affecting	1	The Hooffields and McColts.txt	
bowl	4	Every Little Thing She Does.txt	Three's A Crowd.txt	Dragon Dropped.txt	Celestial Advice.txt	
mows	1	The Break Up Break Down.txt	
padlock	1	Uncommon Bond.txt	
princess's	2	Twilight Time.txt	Princess Spike.txt	
understands	3	Power Ponies.txt	Three's A Crowd.txt	The Crystal Empire - Part 2.txt	
causing	3	Dragonshy.txt	Princess Twilight Sparkle - Part 1.txt	My Little Pony Equestria Girls: Movie Magic.txt	
clingy	1	Rarity Takes Manehattan.txt	
patient	5	Secrets and Pies.txt	Winter Wrap Up.txt	Forever Filly.txt	Three's A Crowd.txt	A Dog and Pony Show.txt	
sad	1	A Friend in Deed.txt	
said'	1	The Mysterious Mare Do Well.txt	
changeling's	1	The Times They Are A Changeling.txt	
move	2	The Saddle Row Review.txt	My Little Pony Equestria Girls: Movie Magic.txt	
sap	1	Pinkie Apple Pie.txt	
assignment	2	Amending Fences.txt	Student Counsel.txt	
sat	2	The Hearth's Warming Club.txt	The Saddle Row Review.txt	
saw	3	Rarity Takes Manehattan.txt	Filli Vanilli.txt	My Little Pony Equestria Girls: Movie Magic.txt	
say	1	Apple Family Reunion.txt	
also	4	Princess Spike.txt	The Washouts.txt	A Friend in Deed.txt	My Little Pony Equestria Girls: Movie Magic.txt	
l-let's	1	Friendship University.txt	
spread	5	The Cutie Map - Part 2.txt	The Crystal Empire - Part 1.txt	The Times They Are A Changeling.txt	Celestial Advice.txt	Amending Fences.txt	
triple-bounce	1	Common Ground.txt	
heights	3	Surf and or Turf.txt	The Hearth's Warming Club.txt	Apple Family Reunion.txt	
boy'	1	Twilight's Kingdom - Part 1.txt	
favor	2	Spike at Your Service.txt	The Saddle Row Review.txt	
rainbow–	1	The Mysterious Mare Do Well.txt	
should–	1	Twilight Time.txt	
guests	1	Twilight Time.txt	
chicken-snakes	1	Student Counsel.txt	
clinic	1	A Rockhoof and a Hard Place.txt	
treating	2	Keep Calm and Flutter On.txt	Rarity Takes Manehattan.txt	
buggy	1	Griffon the Brush Off.txt	
gloat	2	Crusaders of the Lost Mark.txt	Feeling Pinkie Keen.txt	
boys	2	The Break Up Break Down.txt	Princess Twilight Sparkle - Part 1.txt	
luncheon	1	A Royal Problem.txt	
kiss	3	Sweet and Elite.txt	Once Upon a Zeppelin.txt	Secret of My Excess.txt	
suffer	2	Do Princesses Dream of Magic Sheep?.txt	Molt Down.txt	
projector	1	Marks for Effort.txt	
adjourn	1	Crusaders of the Lost Mark.txt	
disasters	2	It's About Time.txt	The Mysterious Mare Do Well.txt	
personal	9	Top Bolt.txt	The One Where Pinkie Pie Knows.txt	Three's A Crowd.txt	The Beginning of the End - Part 1.txt	To Where and Back Again - Part 1.txt	Spike at Your Service.txt	Castle Sweet Castle.txt	The Saddle Row Review.txt	Filli Vanilli.txt	
bobbin'	1	Apple Family Reunion.txt	
socializing	1	Crusaders of the Lost Mark.txt	
personas	1	Power Ponies.txt	
alum	1	My Little Pony Equestria Girls: Movie Magic.txt	
globe	3	Secret of My Excess.txt	The Mysterious Mare Do Well.txt	A Friend in Deed.txt	
delay	1	Applejack's "Day" Off.txt	
else–	1	It's About Time.txt	
eye'	1	Hearth's Warming Eve.txt	
switched	2	The Cutie Map - Part 2.txt	A Royal Problem.txt	
clashes	1	Made in Manehattan.txt	
applause	3	Celestial Advice.txt	Rarity Takes Manehattan.txt	Filli Vanilli.txt	
fundraiser	1	Filli Vanilli.txt	
strong	3	The Mysterious Mare Do Well.txt	Celestial Advice.txt	The Washouts.txt	
pierdes	1	Pinkie Pride.txt	
proven	1	The Beginning of the End - Part 2.txt	
eyes	4	The Perfect Pear.txt	Princess Spike.txt	Filli Vanilli.txt	Apple Family Reunion.txt	
sea	4	Surf and or Turf.txt	The Hearth's Warming Club.txt	It Isn't the Mane Thing About You.txt	Student Counsel.txt	
proves	2	Do Princesses Dream of Magic Sheep?.txt	Feeling Pinkie Keen.txt	
princesses	2	Princess Spike.txt	The Washouts.txt	
sec	2	Uncommon Bond.txt	Student Counsel.txt	
proved	1	Celestial Advice.txt	
fifty-six	1	The Perfect Pear.txt	
smoothly	1	Filli Vanilli.txt	
see	1	Apple Family Reunion.txt	
responsibility	1	Student Counsel.txt	
cleans	1	Winter Wrap Up.txt	
pony–that	1	Pinkie Pride.txt	
cool"	1	The Break Up Break Down.txt	
crummy	1	Three's A Crowd.txt	
compared	1	Every Little Thing She Does.txt	
purring	2	Sweet and Elite.txt	Pinkie Apple Pie.txt	
frazzled	1	Castle Sweet Castle.txt	
set	2	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
abyssinia	1	Three's A Crowd.txt	
sprouted	2	Princess Twilight Sparkle - Part 2.txt	Molt Down.txt	
sew	1	Rarity Takes Manehattan.txt	
uncovering	1	Uncommon Bond.txt	
fastest	9	The Cart Before the Ponies.txt	Top Bolt.txt	Common Ground.txt	Dragonshy.txt	Power Ponies.txt	To Where and Back Again - Part 1.txt	The Perfect Pear.txt	The Saddle Row Review.txt	The Washouts.txt	
sneezes	1	The Saddle Row Review.txt	
sample	3	The Lost Treasure of Griffonstone.txt	The Cutie Map - Part 1.txt	Uncommon Bond.txt	
compares	1	Surf and or Turf.txt	
awesome	2	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
petition	1	My Little Pony Equestria Girls: Movie Magic.txt	
fighter	1	Newbie Dash.txt	
bonnets	1	It Isn't the Mane Thing About You.txt	
astonished	1	Brotherhooves Social.txt	
beauty	3	Boast Busters.txt	Secret of My Excess.txt	Simple Ways.txt	
sfx	2	Dragonshy.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	
ensconced	1	The Saddle Row Review.txt	
non-invisible	1	Hearth's Warming Eve.txt	
bowling	1	The Lost Treasure of Griffonstone.txt	
"applejack"	1	Spike at Your Service.txt	
crusaders	3	Marks for Effort.txt	Spike at Your Service.txt	Apple Family Reunion.txt	
'cause	1	Filli Vanilli.txt	
gettin'	2	Applejack's "Day" Off.txt	Apple Family Reunion.txt	
"king"	1	The Beginning of the End - Part 2.txt	
baking	6	To Where and Back Again - Part 2.txt	The Cutie Map - Part 1.txt	It Isn't the Mane Thing About You.txt	To Where and Back Again - Part 1.txt	The Perfect Pear.txt	Student Counsel.txt	
